driver_id,constructor_id,points,grid,position,best_quali_time,season,round,race_name,circuit_id,circuit_name,lat,long,locality,country,date,time,sprint_date
leclerc,ferrari,26,1,1,90.55799999999999,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
sainz,ferrari,18,3,2,90.687,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
hamilton,mercedes,15,5,3,91.048,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
russell,mercedes,12,9,4,91.252,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
kevin_magnussen,haas,10,7,5,91.461,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
bottas,alfa,8,6,6,91.56,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
ocon,alpine,6,11,7,91.782,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
tsunoda,alphatauri,4,16,8,92.75,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
alonso,alpine,2,8,9,91.621,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
zhou,alfa,1,15,10,92.493,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
mick_schumacher,haas,0,12,11,91.998,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
stroll,aston_martin,0,19,12,93.032,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
albon,williams,0,14,13,92.664,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
ricciardo,mclaren,0,18,14,92.945,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
norris,mclaren,0,13,15,92.00800000000001,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
latifi,williams,0,20,16,93.634,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
hulkenberg,aston_martin,0,17,17,92.777,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
perez,red_bull,0,4,18,90.92099999999999,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
max_verstappen,red_bull,0,2,19,90.681,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
gasly,alphatauri,0,10,20,91.635,2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2022-03-20,15:00:00Z,NA
max_verstappen,red_bull,25,4,1,88.461,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
leclerc,ferrari,19,2,2,88.225,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
sainz,ferrari,15,3,3,88.402,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
perez,red_bull,12,1,4,88.2,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
russell,mercedes,10,6,5,89.104,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
ocon,alpine,8,5,6,89.068,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
norris,mclaren,6,11,7,89.651,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
gasly,alphatauri,4,9,8,89.254,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
kevin_magnussen,haas,2,10,9,89.54599999999999,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
hamilton,mercedes,1,15,10,90.343,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
zhou,alfa,0,12,11,89.819,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
hulkenberg,aston_martin,0,17,12,90.543,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
stroll,aston_martin,0,13,13,90.256,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
albon,williams,0,16,14,90.492,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
bottas,alfa,0,8,15,89.18299999999999,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
alonso,alpine,0,7,16,89.14699999999999,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
ricciardo,mclaren,0,14,17,89.773,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
latifi,williams,0,18,18,91.81700000000001,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
tsunoda,alphatauri,0,19,19,Inf,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
mick_schumacher,haas,0,0,20,89.92,2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2022-03-27,17:00:00Z,NA
leclerc,ferrari,26,1,1,77.868,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
perez,red_bull,18,3,2,78.24,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
russell,mercedes,15,6,3,78.93299999999999,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
hamilton,mercedes,12,5,4,78.825,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
norris,mclaren,10,4,5,78.703,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
ricciardo,mclaren,8,7,6,79.032,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
ocon,alpine,6,8,7,79.061,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
bottas,alfa,4,12,8,79.251,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
gasly,alphatauri,2,11,9,79.226,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
albon,williams,1,20,10,80.135,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
zhou,alfa,0,14,11,79.91,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
stroll,aston_martin,0,19,12,Inf,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
mick_schumacher,haas,0,15,13,80.104,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
kevin_magnussen,haas,0,16,14,80.254,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
tsunoda,alphatauri,0,13,15,79.424,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
latifi,williams,0,18,16,81.372,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
alonso,alpine,0,10,17,78.815,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
max_verstappen,red_bull,0,2,18,78.154,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
vettel,aston_martin,0,17,19,81.149,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
sainz,ferrari,0,9,20,78.469,2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2022-04-10,05:00:00Z,NA
max_verstappen,red_bull,26,1,1,78.793,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
perez,red_bull,18,3,2,79.29599999999999,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
norris,mclaren,15,5,3,79.294,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
russell,mercedes,12,11,4,80.383,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
bottas,alfa,10,7,5,80.19200000000001,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
leclerc,ferrari,8,2,6,78.79599999999999,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
tsunoda,alphatauri,6,12,7,80.474,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
vettel,aston_martin,4,13,8,79.957,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
kevin_magnussen,haas,2,8,9,79.902,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
stroll,aston_martin,1,15,10,80.342,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
albon,williams,0,18,11,Inf,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
gasly,alphatauri,0,17,12,80.732,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
hamilton,mercedes,0,14,13,80.47,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
ocon,alpine,0,16,14,82.338,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
zhou,alfa,0,0,15,79.73,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
latifi,williams,0,19,16,81.971,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
mick_schumacher,haas,0,10,17,80.422,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
ricciardo,mclaren,0,6,18,79.98,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
alonso,alpine,0,9,19,79.595,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
sainz,ferrari,0,4,20,78.99,2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2022-04-24,13:00:00Z,2022-04-23
max_verstappen,red_bull,26,3,1,88.991,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
leclerc,ferrari,18,1,2,88.79599999999999,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
sainz,ferrari,15,2,3,88.986,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
perez,red_bull,12,4,4,89.036,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
russell,mercedes,10,12,5,90.173,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
hamilton,mercedes,8,6,6,89.625,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
bottas,alfa,6,5,7,89.475,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
ocon,alpine,4,20,8,Inf,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
albon,williams,2,18,9,91.26599999999999,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
stroll,aston_martin,1,0,10,89.996,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
alonso,alpine,0,11,11,90.16,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
tsunoda,alphatauri,0,9,12,89.932,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
ricciardo,mclaren,0,14,13,90.31,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
latifi,williams,0,19,14,91.325,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
mick_schumacher,haas,0,15,15,90.423,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
kevin_magnussen,haas,0,16,16,90.975,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
vettel,aston_martin,0,0,17,90.214,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
gasly,alphatauri,0,7,18,89.69,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
norris,mclaren,0,8,19,89.634,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
zhou,alfa,0,17,20,91.02,2022,5,Miami Grand Prix,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2022-05-08,19:30:00Z,NA
max_verstappen,red_bull,25,2,1,79.07300000000001,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
perez,red_bull,19,5,2,79.42,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
russell,mercedes,15,4,3,79.393,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
sainz,ferrari,12,3,4,79.166,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
hamilton,mercedes,10,6,5,79.512,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
bottas,alfa,8,7,6,79.608,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
ocon,alpine,6,12,7,80.638,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
norris,mclaren,4,11,8,80.471,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
alonso,alpine,2,20,9,81.043,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
tsunoda,alphatauri,1,13,10,80.639,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
vettel,aston_martin,0,16,11,80.95400000000001,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
ricciardo,mclaren,0,9,12,80.287,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
gasly,alphatauri,0,14,13,80.719,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
mick_schumacher,haas,0,10,14,80.368,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
stroll,aston_martin,0,17,15,81.418,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
latifi,williams,0,19,16,81.91499999999999,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
kevin_magnussen,haas,0,8,17,79.682,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
albon,williams,0,18,18,81.645,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
zhou,alfa,0,15,19,80.476,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
leclerc,ferrari,0,1,20,78.75,2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Barcelona,Spain,2022-05-22,13:00:00Z,NA
perez,red_bull,25,3,1,71.629,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
sainz,ferrari,18,2,2,71.601,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
max_verstappen,red_bull,15,4,3,71.666,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
leclerc,ferrari,12,1,4,71.376,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
russell,mercedes,10,6,5,72.112,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
norris,mclaren,9,5,6,71.849,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
alonso,alpine,6,7,7,72.247,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
hamilton,mercedes,4,8,8,72.56,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
bottas,alfa,2,12,9,72.909,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
vettel,aston_martin,1,9,10,72.613,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
gasly,alphatauri,0,17,11,73.66,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
ocon,alpine,0,10,12,72.528,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
ricciardo,mclaren,0,14,13,72.964,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
stroll,aston_martin,0,18,14,73.678,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
latifi,williams,0,19,15,74.403,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
zhou,alfa,0,20,16,75.606,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
tsunoda,alphatauri,0,11,17,72.797,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
albon,williams,0,16,18,73.611,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
mick_schumacher,haas,0,15,19,73.081,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
kevin_magnussen,haas,0,13,20,72.92099999999999,2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monte Carlo,Monaco,2022-05-29,13:00:00Z,NA
max_verstappen,red_bull,25,3,1,101.706,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
perez,red_bull,19,2,2,101.64099999999999,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
russell,mercedes,15,5,3,102.712,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
hamilton,mercedes,12,7,4,102.924,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
gasly,alphatauri,10,6,5,102.845,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
vettel,aston_martin,8,9,6,103.09100000000001,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
alonso,alpine,6,10,7,103.173,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
ricciardo,mclaren,4,12,8,103.574,2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2022-06-12,11:00:00Z,NA
